GEOID,NAME,variable,estimate,moe,year,year_lab,tract_name
36047047200,"Census Tract 472, Kings County, New York",male_40_44,57,33,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_45_49,118,43,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_50_54,38,33,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_55_59,38,27,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_60_61,23,30,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_62_64,11,11,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_65_66,43,33,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_67_69,26,21,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_70_74,10,10,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_75_79,25,23,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_80_84,0,12,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_85,41,34,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_total,1424,238,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_5y,114,61,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_5_9,212,70,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_10_14,257,88,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_15_17,145,56,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_18_19,63,47,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_20,5,9,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_21,16,14,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_22_24,51,38,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_25_29,46,30,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_30_34,79,46,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_35_39,48,42,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_40_44,77,46,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_45_49,77,42,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_50_54,30,30,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_55_59,61,36,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_60_61,5,7,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_62_64,46,21,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_65_66,31,28,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_67_69,17,15,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_70_74,6,10,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_75_79,17,15,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_80_84,6,10,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_85,15,15,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_race,2769,371,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",white_race,2711,375,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",black_race,31,21,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",aian_race,0,12,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",asian_race,19,33,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",nhpi_race,0,12,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",oth_race,8,12,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",mult_race,0,12,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",multoth_race,0,12,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",multnoth_race,0,12,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_eth,2769,371,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",nothisp_eth,2761,369,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",hisp_eth,8,12,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_hh_move,2709,363,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",same_hh,2626,354,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",move_instate_hh,0,12,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",move_ostate_hh,0,12,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",med_hhinc,60054,15772,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_hh,605,65,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",hh_oo,226,59,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",hh_ro,379,65,2019,2015-2019,Census Tract 472
36047047400,"Census Tract 474, Kings County, New York",total,2385,285,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_total,1346,219,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_5y,179,71,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_5_9,129,55,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_10_14,261,81,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_15_17,74,40,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_18_19,52,32,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_20,16,20,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_21,31,29,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_22_24,21,17,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_25_29,58,38,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_30_34,69,36,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_35_39,49,26,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_40_44,31,27,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_45_49,43,31,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_50_54,40,30,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_55_59,70,38,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_60_61,17,19,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_62_64,35,21,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_65_66,30,19,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_67_69,55,27,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_70_74,41,28,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_75_79,10,11,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_80_84,19,14,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_85,16,13,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_total,1039,119,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_5y,92,54,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_5_9,78,38,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_10_14,112,45,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_15_17,45,25,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_18_19,16,18,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_20,25,24,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_21,17,20,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_22_24,20,15,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_25_29,49,36,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_30_34,69,41,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_35_39,65,33,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_40_44,43,32,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_45_49,40,35,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_50_54,47,34,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_55_59,36,29,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_60_61,20,16,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_62_64,52,32,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_65_66,39,26,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_67_69,63,34,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_70_74,25,22,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_75_79,35,30,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_80_84,24,26,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_85,27,26,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_race,2385,285,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",white_race,2351,283,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",black_race,4,7,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",aian_race,0,12,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",asian_race,0,12,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",nhpi_race,0,12,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",oth_race,0,12,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",mult_race,30,28,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",multoth_race,9,13,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",multnoth_race,21,24,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_eth,2385,285,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",nothisp_eth,2362,283,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",hisp_eth,23,17,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_hh_move,2355,283,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",same_hh,2215,295,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",move_instate_hh,6,10,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",move_ostate_hh,0,12,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",med_hhinc,38813,17287,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_hh,671,60,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",hh_oo,280,65,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",hh_ro,391,72,2019,2015-2019,Census Tract 474
36047047600,"Census Tract 476, Kings County, New York",total,3385,572,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_total,1911,333,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_5y,171,131,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_5_9,371,171,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_10_14,277,85,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_15_17,70,66,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_18_19,48,47,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_20,9,13,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_21,24,22,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_22_24,37,35,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_25_29,82,67,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_30_34,81,97,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_35_39,145,98,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_40_44,22,30,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_45_49,46,36,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_50_54,45,53,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_55_59,25,30,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_60_61,100,63,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_62_64,77,48,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_65_66,24,28,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_67_69,26,41,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_70_74,177,81,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_75_79,5,14,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_80_84,25,29,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_85,24,26,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_total,1474,298,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_5y,158,111,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_5_9,160,131,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_10_14,76,58,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_15_17,128,89,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_18_19,10,21,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_20,0,12,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_21,0,12,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_22_24,29,38,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_25_29,37,46,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_30_34,205,73,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_35_39,45,45,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_40_44,39,35,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_45_49,37,50,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_50_54,26,32,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_55_59,54,51,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_60_61,52,36,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_62_64,62,50,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_65_66,19,20,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_67_69,60,40,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_70_74,83,56,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_75_79,12,22,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_80_84,36,34,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_85,146,61,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_race,3385,572,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",white_race,3260,559,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",black_race,78,89,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",aian_race,0,12,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",asian_race,26,43,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",nhpi_race,0,12,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",oth_race,2,4,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",mult_race,19,27,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",multoth_race,0,12,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",multnoth_race,19,27,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_eth,3385,572,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",nothisp_eth,3347,557,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",hisp_eth,38,84,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_hh_move,3301,538,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",same_hh,3298,538,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",move_instate_hh,1,2,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",move_ostate_hh,0,12,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",med_hhinc,35474,1676,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_hh,931,74,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",hh_oo,479,113,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",hh_ro,452,128,2019,2015-2019,Census Tract 476
36047023200,"Census Tract 232, Kings County, New York",total_deg,2843,407,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_lthigh,712,294,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_ged,1214,246,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_somecoll,621,155,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_ba,248,123,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_grad,48,28,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_dir_relig_educ,,,2014,2010-2014,Census Tract 232
36047023400,"Census Tract 234, Kings County, New York",total_deg,2316,206,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_lthigh,339,102,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_ged,1142,156,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_somecoll,581,148,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_ba,116,55,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_grad,138,62,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_dir_relig_educ,,,2014,2010-2014,Census Tract 234
36047047200,"Census Tract 472, Kings County, New York",total_deg,1435,159,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_lthigh,283,99,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_ged,503,133,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_somecoll,355,94,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_ba,79,41,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_grad,215,87,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_dir_relig_educ,,,2014,2010-2014,Census Tract 472
36047047400,"Census Tract 474, Kings County, New York",total_deg,1626,223,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_lthigh,257,93,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_ged,601,135,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_somecoll,308,81,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_ba,265,123,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_grad,195,80,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_dir_relig_educ,,,2014,2010-2014,Census Tract 474
36047047600,"Census Tract 476, Kings County, New York",total_deg,1891,295,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_lthigh,416,174,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_ged,692,190,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_somecoll,259,117,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_ba,323,136,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_grad,201,82,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_dir_relig_educ,,,2014,2010-2014,Census Tract 476
36047023200,"Census Tract 232, Kings County, New York",total_deg,2460,395,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_lthigh,620,222,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_ged,1229,330,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_somecoll,327,132,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_ba,203,103,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_grad,81,62,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_dir_relig_educ,,,2019,2015-2019,Census Tract 232
36047023400,"Census Tract 234, Kings County, New York",total_deg,1738,285,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_lthigh,492,178,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_ged,587,135,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_somecoll,357,166,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_ba,163,79,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_grad,139,71,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_dir_relig_educ,,,2019,2015-2019,Census Tract 234
36047047200,"Census Tract 472, Kings County, New York",total_deg,1139,117,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_lthigh,159,59,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_ged,445,97,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_somecoll,263,78,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_ba,158,59,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_grad,114,52,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_dir_relig_educ,,,2019,2015-2019,Census Tract 472
36047047400,"Census Tract 474, Kings County, New York",total_deg,1217,129,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_lthigh,166,54,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_ged,464,95,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_somecoll,253,89,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_ba,180,78,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_grad,154,62,2019,2015-2019,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_dir_relig_educ,,,2019,2015-2019,Census Tract 474
36047047600,"Census Tract 476, Kings County, New York",total_deg,1817,171,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_lthigh,374,104,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_ged,691,177,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_somecoll,362,113,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_ba,280,93,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_grad,110,95,2019,2015-2019,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_dir_relig_educ,,,2019,2015-2019,Census Tract 476
